,frame,id,cam,x,y,tl_x,tl_y,c_x,c_y,w,h,theta,l_x,l_y,r_x,r_y,aa_tl_x,aa_tl_y,aa_w,aa_h
8,274,63.0,2,1076.1746826171875,448.8313293457031,1052.0,432.0,1076.1746987951808,448.83132530120486,46.0,38.0,-80.28170896388306,1066.0,426.0,1064.0,472.0,1056.0,422.0,48.0,60.0
1,274,64.0,2,847.8857421875,438.6428527832031,810.0,424.0,847.8857142857142,438.6428571428572,62.0,32.0,-78.29676679460917,850.0,414.0,839.0,476.0,830.0,406.0,44.0,72.0
24,275,60.0,2,994.2161865234375,478.5005798339844,946.0,452.0,994.2162162162165,478.5005875440658,98.0,56.0,21.707733253909417,946.0,472.0,1032.0,485.0,940.0,454.0,106.0,82.0
17,275,62.0,2,1357.666259765625,504.8029479980469,1306.0,466.0,1357.666219839142,504.8029490616622,120.0,74.0,-2.330020104644043,1308.0,508.46153846153845,1426.0,507.0,1300.0,466.0,128.0,82.0
9,275,63.0,2,1078.7542724609375,447.3564147949219,1052.0,430.0,1078.7543252595158,447.3564013840831,46.0,36.0,77.20808820226941,1071.0,422.0,1072.0,468.0,1058.0,420.0,46.0,58.0
25,276,60.0,2,993.3942260742188,479.52093505859375,942.0,452.0,993.3941997851773,479.5209452201934,100.0,58.0,21.156280146245575,942.0,472.0,1034.0,488.0,934.0,454.0,110.0,82.0
18,276,62.0,2,1361.3568115234375,504.8720397949219,1306.0,468.0,1361.3568043331074,504.87203791469193,124.0,74.0,-1.3867619738978012,1306.0,499.66666666666674,1430.0,507.0,1298.0,468.0,134.0,82.0
10,276,63.0,2,1079.99267578125,448.3516540527344,1056.0,432.0,1079.9926739926739,448.3516483516484,44.0,34.0,79.56311889327992,1075.0,426.0,1081.0,466.0,1058.0,420.0,48.0,60.0
26,277,60.0,2,993.25244140625,481.1592102050781,938.0,452.0,993.2524271844659,481.15922330097084,108.0,58.0,22.231528465528932,938.0,473.0,1036.0,490.0,926.0,454.0,120.0,84.0
19,277,62.0,2,1363.3623046875,505.12078857421875,1302.0,468.0,1363.3623376623375,505.1207792207792,132.0,74.0,-1.8977195797095592,1302.0,493.0,1434.0,508.0,1294.0,468.0,142.0,80.0
11,277,63.0,2,1080.22705078125,448.71063232421875,1056.0,432.0,1080.2271062271063,448.7106227106227,44.0,34.0,80.27317454196462,1076.0,426.0,1072.0,468.0,1058.0,422.0,46.0,58.0
2,277,64.0,2,847.1546630859375,438.0755920410156,808.0,424.0,847.1546391752577,438.07560137457045,64.0,32.0,-85.43454627318789,846.0,414.0,842.0,476.0,830.0,406.0,44.0,76.0
27,278,60.0,2,993.9818115234375,484.0794677734375,934.0,450.0,993.9817880794702,484.07947019867555,114.0,74.0,25.02518497618884,934.0,474.0,1038.0,494.0,924.0,454.0,122.0,84.0
20,278,62.0,2,1364.0465087890625,505.6955871582031,1296.0,466.0,1364.046454767726,505.69559902200484,142.0,74.0,-3.5077305322336296,1298.0,534.0,1438.0,507.0,1290.0,468.0,154.0,78.0
12,278,63.0,2,1080.0955810546875,449.46075439453125,1056.0,432.0,1080.0955631399318,449.46075085324236,44.0,34.0,83.10336695108188,1077.0,426.0,1071.0,470.0,1060.0,422.0,44.0,58.0
3,278,64.0,2,847.0828247070312,438.8471374511719,808.0,424.0,847.0828025477707,438.8471337579618,64.0,32.0,-86.9138400074578,846.0,414.0,844.0,478.0,830.0,406.0,42.0,76.0
28,279,60.0,2,993.0430297851562,483.5943603515625,930.0,452.0,993.0430463576159,483.5943708609272,116.0,68.0,20.55458527042849,930.0,474.0,1040.0,493.0,922.0,456.0,124.0,80.0
21,279,62.0,2,1365.4228515625,505.908935546875,1294.0,466.0,1365.4228267297458,505.90892962743936,150.0,74.0,-3.9395439681776336,1296.0,514.0,1444.0,508.0,1286.0,468.0,162.0,80.0
13,279,63.0,2,1080.0771484375,449.5157775878906,1056.0,434.0,1080.0771929824562,449.51578947368415,44.0,32.0,86.58703994342339,1078.0,426.0,1071.0,470.0,1060.0,422.0,44.0,60.0
4,279,64.0,2,846.5466918945312,437.9533386230469,806.0,422.0,846.5466666666665,437.95333333333326,64.0,34.0,-87.34625259287945,846.0,414.0,845.0,478.0,830.0,406.0,42.0,76.0
29,280,60.0,2,991.5895385742188,483.95233154296875,926.0,454.0,991.5895465026904,483.95234435049963,120.0,66.0,18.465668567374106,926.0,475.0,1040.0,492.0,916.0,456.0,130.0,78.0
22,280,62.0,2,1366.9739990234375,506.237548828125,1294.0,466.0,1366.9739819004526,506.23755656108597,154.0,74.0,-4.067000782746962,1294.0,494.0,1448.0,506.0,1286.0,466.0,166.0,80.0
14,280,63.0,2,1080.1649169921875,449.58074951171875,1056.0,434.0,1080.1649484536083,449.58075601374566,44.0,32.0,83.81792632707929,1077.0,426.0,1072.0,470.0,1060.0,422.0,44.0,60.0
30,281,60.0,2,990.6604614257812,484.4235534667969,922.0,454.0,990.6604450825557,484.42354630294335,124.0,66.0,16.075332951089564,922.0,476.0,1044.0,486.0,912.0,456.0,134.0,78.0
23,281,62.0,2,1368.592529296875,506.5234680175781,1292.0,466.0,1368.5925526173774,506.523475445224,160.0,74.0,-4.29698821163088,1292.0,495.0,1452.0,507.0,1284.0,468.0,170.0,78.0
15,281,63.0,2,1080.193359375,450.0666809082031,1056.0,434.0,1080.1933333333334,450.06666666666666,44.0,34.0,83.53292147732789,1077.0,426.0,1072.0,470.0,1058.0,422.0,46.0,60.0
31,282,60.0,2,988.6263427734375,484.5362548828125,918.0,456.0,988.6263194933147,484.5362420830402,132.0,60.0,15.446379061297376,918.0,475.0,1044.0,490.0,910.0,456.0,140.0,76.0
24,282,62.0,2,1371.14453125,506.1274108886719,1294.0,464.0,1371.144539614561,506.12740899357595,162.0,76.0,-4.607598790383786,1292.0,496.0,1456.0,506.0,1284.0,466.0,176.0,82.0
16,282,63.0,2,1079.7886962890625,450.4929504394531,1056.0,434.0,1079.7887323943662,450.4929577464789,42.0,34.0,84.52479439635593,1076.0,426.0,1080.6666666666667,468.0,1058.0,422.0,46.0,60.0
5,282,64.0,2,845.86181640625,434.1163635253906,818.0,418.0,845.8618181818182,434.1163636363637,48.0,34.0,-76.2776985438781,845.0,414.0,843.0,462.0,832.0,406.0,42.0,76.0
32,283,60.0,2,986.7891235351562,484.5608825683594,916.0,458.0,986.7891440501044,484.5608907446068,134.0,56.0,11.910623838787991,916.0,477.0,1050.0,485.0,904.0,458.0,150.0,74.0
25,283,62.0,2,1373.613525390625,505.6051940917969,1294.0,466.0,1373.6135416666666,505.6052083333333,166.0,76.0,-3.4509223624270917,1294.0,495.0,1460.0,505.0,1288.0,466.0,174.0,82.0
17,283,63.0,2,1079.2374267578125,450.4682312011719,1054.0,434.0,1079.23745819398,450.4682274247492,46.0,34.0,83.10983723570726,1078.0,426.0,1090.0,470.0,1058.0,424.0,46.0,62.0
33,284,60.0,2,985.8861083984375,485.5039367675781,912.0,458.0,985.8861256544502,485.5039267015706,140.0,58.0,11.145104536925187,912.0,478.0,1054.0,485.0,902.0,458.0,156.0,72.0
26,284,62.0,2,1376.631103515625,504.97918701171875,1294.0,464.0,1376.6311516996448,504.9791983764586,170.0,78.0,-2.8549848499284525,1294.0,496.0,1464.0,506.0,1290.0,464.0,178.0,84.0
18,284,63.0,2,1078.36474609375,450.7861633300781,1054.0,434.0,1078.3647798742138,450.78616352201266,46.0,34.0,83.32856808108023,1078.0,426.0,1079.5555555555557,470.0,1056.0,424.0,48.0,64.0
34,285,60.0,2,984.9132080078125,486.23431396484375,908.0,460.0,984.9132362254593,486.2343255224826,150.0,58.0,11.235091150623267,908.0,478.0,1060.0,483.0,898.0,458.0,164.0,72.0
27,285,62.0,2,1378.8455810546875,504.78033447265625,1298.0,466.0,1378.8455918168536,504.7803214807599,170.0,76.0,-3.0765928360759967,1298.0,497.0,1468.0,506.0,1292.0,464.0,180.0,86.0
0,285,65.0,2,851.4384155273438,442.9704284667969,822.0,426.0,851.4384236453203,442.97044334975374,64.0,34.0,86.28845175803087,850.0,414.0,847.0,478.0,832.0,406.0,44.0,84.0
35,286,60.0,2,982.9801025390625,487.43511962890625,904.0,460.0,982.9800844900424,487.4351237175618,156.0,58.0,11.51344634379108,904.0,480.0,1062.0,484.0,894.0,458.0,174.0,74.0
28,286,62.0,2,1381.500732421875,505.3792419433594,1300.0,466.0,1381.5007173601148,505.3792443806791,170.0,76.0,-4.169616902474534,1300.0,498.0,1470.0,506.0,1294.0,464.0,184.0,86.0
1,286,65.0,2,851.3698120117188,444.6127014160156,818.0,426.0,851.3698030634572,444.6126914660832,70.0,38.0,82.14774572583003,844.0,412.0,857.0,478.0,830.0,406.0,52.0,82.0
36,287,60.0,2,982.4906616210938,489.049072265625,900.0,462.0,982.4906542056076,489.04906542056085,162.0,56.0,11.637583934568678,902.0,479.0,1064.0,486.0,892.0,460.0,178.0,72.0
29,287,62.0,2,1384.9749755859375,504.6724548339844,1304.0,466.0,1384.9749518304432,504.6724470134875,170.0,76.0,-2.755418074128815,1304.0,498.0,1474.0,505.0,1294.0,464.0,186.0,86.0
2,287,65.0,2,849.2074584960938,443.3706359863281,818.0,424.0,849.2074592074592,443.37062937062933,70.0,38.0,80.99986072790577,847.0,414.0,868.0,480.0,830.0,406.0,48.0,82.0
37,288,60.0,2,979.7452392578125,490.02606201171875,898.0,462.0,979.7452606635072,490.0260663507109,166.0,58.0,11.844205015270154,898.0,480.0,1066.0,488.0,890.0,462.0,182.0,72.0
30,288,62.0,2,1387.914794921875,504.0387268066406,1306.0,466.0,1387.9147699757868,504.03874092009687,172.0,76.0,-1.3296995434257328,1306.0,498.0,1478.0,505.0,1300.0,462.0,182.0,88.0
3,288,65.0,2,844.1614379882812,440.8177185058594,806.0,424.0,844.1614583333335,440.81770833333326,66.0,36.0,-82.97232787273266,845.0,414.0,846.0,480.0,830.0,406.0,42.0,80.0
38,289,60.0,2,974.3472900390625,490.8970031738281,894.0,462.0,974.3473053892217,490.897005988024,162.0,58.0,13.555370149377596,894.0,481.0,1050.0,517.3333333333334,888.0,462.0,184.0,72.0
31,289,62.0,2,1390.199951171875,503.9220886230469,1310.0,466.0,1390.1999061473487,503.92210229939,172.0,76.0,-0.9572430881719968,1310.0,498.0,1482.0,506.0,1304.0,464.0,180.0,84.0
4,289,65.0,2,843.3128051757812,444.4928894042969,802.0,426.0,843.3127962085307,444.4928909952608,72.0,38.0,-83.11771186436134,842.0,414.0,841.0,486.0,828.0,406.0,42.0,82.0
39,290,60.0,2,972.1585693359375,492.1357421875,890.0,462.0,972.1585585585583,492.1357357357358,166.0,58.0,13.653955218069123,890.0,482.0,1050.0,526.0,884.0,464.0,186.0,72.0
32,290,62.0,2,1391.7479248046875,503.5022888183594,1312.0,466.0,1391.7479300827965,503.5022999080037,172.0,78.0,-0.4335541496854061,1312.0,498.0,1484.0,506.0,1306.0,464.0,182.0,86.0
5,290,65.0,2,842.6238403320312,442.0688171386719,802.0,424.0,842.6238532110092,442.0688073394496,70.0,40.0,-83.58264354535876,840.0,412.0,829.0,482.0,826.0,408.0,46.0,82.0
40,291,60.0,2,969.4172973632812,493.0679016113281,886.0,464.0,969.4172954149741,493.0679048171794,166.0,58.0,13.588960133282496,886.0,484.0,1046.0,519.5555555555555,882.0,464.0,186.0,72.0
33,291,62.0,2,1393.65283203125,503.31005859375,1312.0,466.0,1393.6527964205814,503.310067114094,176.0,78.0,0.3293359912547864,1312.0,491.0,1488.0,505.0,1308.0,464.0,182.0,86.0
6,291,65.0,2,840.9310913085938,438.9548645019531,802.0,420.0,840.9311163895488,438.9548693586697,66.0,40.0,-80.74569812001077,838.0,412.0,828.0,476.0,820.0,408.0,52.0,80.0
41,292,60.0,2,965.5657348632812,493.7834167480469,878.0,464.0,965.5657458563536,493.7834254143646,172.0,56.0,12.776816697888037,878.0,484.0,1052.0,496.0,872.0,464.0,194.0,72.0
34,292,62.0,2,1395.5975341796875,502.6828918457031,1310.0,466.0,1395.5975232198145,502.68288367978766,182.0,78.0,1.2322252261648778,1310.0,489.0,1492.0,504.0,1304.0,466.0,190.0,84.0
7,292,65.0,2,840.049560546875,440.7162170410156,800.0,422.0,840.0495495495495,440.7162162162162,68.0,40.0,-85.68014980747346,836.0,412.0,829.0,480.0,820.0,410.0,54.0,78.0
0,292,66.0,2,1073.272705078125,452.242431640625,1052.0,428.0,1073.2727272727273,452.24242424242425,46.0,44.0,14.17458987427474,1052.0,455.0,1096.0,464.0,1048.0,426.0,54.0,60.0
42,293,60.0,2,959.5415649414062,493.8927307128906,866.0,460.0,959.5415352260777,493.89274447949526,182.0,64.0,12.134923430538695,866.0,488.0,1050.0,500.0,850.0,462.0,214.0,78.0
35,293,62.0,2,1395.8551025390625,502.35992431640625,1306.0,468.0,1395.8551604509973,502.3599306157849,188.0,78.0,1.7905398314511307,1306.0,489.0,1494.0,505.0,1300.0,468.0,196.0,80.0
8,293,65.0,2,842.6268920898438,442.2686462402344,810.0,424.0,842.6268656716417,442.26865671641787,68.0,36.0,76.23375978344856,837.0,412.0,839.0,478.0,820.0,410.0,54.0,82.0
43,294,60.0,2,942.9009399414062,492.41845703125,860.0,460.0,942.900923076923,492.4184615384616,160.0,66.0,9.60858899228883,860.0,491.0,1018.0,514.0,848.0,464.0,204.0,76.0
36,294,62.0,2,1396.846435546875,501.80859375,1302.0,468.0,1396.8464483198638,501.80859208847295,194.0,76.0,2.4480576541399994,1302.0,489.0,1496.0,505.0,1302.0,468.0,196.0,82.0
9,294,65.0,2,843.3236083984375,440.14111328125,814.0,424.0,843.3236009732359,440.1411192214112,66.0,34.0,64.46252699895885,836.0,412.0,847.0,478.0,820.0,410.0,56.0,82.0
0,294,67.0,2,1071.8922119140625,452.4366455078125,1050.0,430.0,1071.8921832884098,452.4366576819407,48.0,40.0,8.558460211638312,1050.0,455.0,1096.0,463.0,1048.0,428.0,52.0,58.0
0,294,68.0,2,983.6767578125,503.3939514160156,946.0,480.0,983.6767676767676,503.3939393939394,76.0,50.0,37.55195930968876,958.0,493.0,1018.0,514.0,958.0,476.0,88.0,68.0
44,295,60.0,2,935.8807983398438,491.8717956542969,862.0,458.0,935.8807692307691,491.8717948717949,144.0,66.0,7.33171713060305,862.0,493.0,1004.0,512.0,852.0,460.0,184.0,78.0
37,295,62.0,2,1397.1358642578125,501.9571533203125,1300.0,468.0,1397.1359143327845,501.95716639209223,200.0,78.0,2.6594773779697127,1300.0,489.0,1500.0,504.0,1300.0,468.0,202.0,84.0
1,295,67.0,2,1070.8114013671875,452.4496154785156,1048.0,428.0,1070.811369509044,452.4496124031008,50.0,44.0,10.275252131740597,1048.0,453.0,1096.0,462.0,1046.0,428.0,54.0,60.0
45,296,60.0,2,926.835205078125,489.4506530761719,834.0,456.0,926.8352,489.45066666666673,170.0,72.0,8.326592314574151,838.0,453.0,1004.0,491.0,838.0,452.0,184.0,94.0
38,296,62.0,2,1397.8824462890625,501.8824157714844,1296.0,468.0,1397.882400648824,501.882400648824,208.0,78.0,2.7079134935724523,1296.0,489.0,1504.0,504.0,1296.0,468.0,208.0,82.0
10,296,65.0,2,846.2538452148438,446.23077392578125,808.0,430.0,846.2538461538461,446.23076923076917,90.0,34.0,57.42257860576338,832.0,412.0,864.0,488.0,818.0,412.0,58.0,76.0
2,296,67.0,2,1070.267333984375,452.6221008300781,1048.0,430.0,1070.26735218509,452.62210796915167,48.0,42.0,6.061999589883456,1048.0,456.0,1096.0,462.0,1046.0,430.0,54.0,58.0
46,297,60.0,2,922.1377563476562,489.0069274902344,820.0,452.0,922.1377716134998,489.0069348127601,188.0,84.0,10.78748696674151,826.0,446.0,1002.0,526.0,824.0,446.0,186.0,102.0
39,297,62.0,2,1397.9508056640625,502.0914306640625,1292.0,468.0,1397.9507620164127,502.09144196951934,214.0,78.0,2.984480357564653,1292.0,488.0,1506.0,504.0,1292.0,468.0,216.0,84.0
3,297,67.0,2,1070.1722412109375,455.4039611816406,1046.0,434.0,1070.1721854304635,455.4039735099338,58.0,46.0,61.291116210418494,1074.0,430.0,1077.0,488.0,1042.0,428.0,60.0,62.0
40,298,62.0,2,1398.6654052734375,502.13214111328125,1292.0,468.0,1398.6653786707882,502.1321483771252,216.0,78.0,3.0372431607366592,1294.0,488.0,1508.0,504.0,1294.0,468.0,216.0,82.0
4,298,67.0,2,1069.440673828125,455.68231201171875,1046.0,434.0,1069.4407158836689,455.682326621924,56.0,46.0,56.732572791290366,1073.0,430.0,1078.0,488.0,1040.0,430.0,60.0,60.0
0,298,69.0,2,917.7249755859375,487.99114990234375,814.0,450.0,917.7249698431847,487.9911540008042,202.0,84.0,10.526776516965363,820.0,442.0,1012.0,522.0,812.0,442.0,204.0,104.0
0,298,70.0,2,1359.056884765625,501.0754089355469,1286.0,460.0,1359.0568783068786,501.0753968253968,132.0,84.0,11.953768804756384,1288.0,489.0,1412.0,505.0,1288.0,470.0,124.0,76.0
41,299,62.0,2,1405.633056640625,502.88800048828125,1314.0,468.0,1405.6330790847048,502.88799678843833,196.0,80.0,1.6677451053399783,1314.0,491.0,1510.0,504.0,1314.0,468.0,196.0,82.0
5,299,67.0,2,1068.8511962890625,456.48760986328125,1044.0,434.0,1068.8512396694214,456.4876033057851,60.0,48.0,55.734139656728246,1072.0,430.0,1080.0,490.0,1038.0,430.0,62.0,62.0
1,299,69.0,2,917.1685180664062,488.981201171875,810.0,450.0,917.168547780286,488.98118886380735,206.0,84.0,9.19797077535417,816.0,482.33333333333326,1012.0,507.4,798.0,444.0,224.0,102.0
1,299,70.0,2,1351.6510009765625,500.3432922363281,1282.0,460.0,1351.6509971509972,500.3433048433049,130.0,82.0,13.335902737475653,1284.0,488.0,1404.0,505.0,1284.0,470.0,120.0,76.0
42,300,62.0,2,1417.99462890625,504.0776672363281,1338.0,468.0,1417.9945823927765,504.07765237020317,174.0,76.0,-0.7057829666968548,1338.0,496.0,1512.0,504.0,1338.0,468.0,174.0,84.0
6,300,67.0,2,1067.9737548828125,456.344970703125,1044.0,434.0,1067.9737991266377,456.34497816593887,58.0,46.0,45.05959922809134,1070.0,432.0,1082.0,490.0,1038.0,432.0,62.0,60.0
2,300,69.0,2,916.2949829101562,489.6689147949219,806.0,452.0,916.2949586155004,489.6689240030098,212.0,86.0,6.2061428671148615,806.0,489.0,1016.0,502.0,784.0,448.0,244.0,100.0
2,300,70.0,2,1349.7252197265625,500.0882263183594,1280.0,460.0,1349.7252349963844,500.0882140274765,130.0,78.0,12.79727356779068,1282.0,489.0,1404.0,505.0,1278.0,472.0,126.0,70.0
43,301,62.0,2,1419.8848876953125,504.1626892089844,1338.0,466.0,1419.8849438202246,504.1626966292135,176.0,80.0,-0.5785277870886545,1338.0,496.0,1514.0,505.0,1338.0,466.0,176.0,84.0
7,301,67.0,2,1067.3001708984375,456.03887939453125,1042.0,432.0,1067.3002159827213,456.0388768898488,60.0,48.0,41.42690365889333,1070.0,432.0,1082.0,490.0,1036.0,432.0,66.0,60.0
3,301,69.0,2,910.6736450195312,488.3443908691406,798.0,454.0,910.6736462093864,488.34440433212995,224.0,64.0,4.518038566646863,798.0,488.0,1022.0,493.0,780.0,450.0,252.0,94.0
3,301,70.0,2,1346.9532470703125,499.8669738769531,1276.0,458.0,1346.953216374269,499.8669590643275,132.0,82.0,13.422175907421382,1278.0,488.0,1402.0,500.0,1278.0,470.0,124.0,74.0
44,302,62.0,2,1422.044189453125,504.5882263183594,1338.0,466.0,1422.044228217603,504.5882352941177,180.0,80.0,-1.0921552693983112,1338.0,496.0,1518.0,504.0,1338.0,466.0,180.0,86.0
8,302,67.0,2,1066.307373046875,456.9936828613281,1040.0,434.0,1066.3073684210526,456.99368421052634,60.0,46.0,38.38150157725393,1066.0,434.0,1083.0,490.0,1032.0,434.0,70.0,60.0
4,302,69.0,2,907.5117797851562,488.6541442871094,788.0,454.0,907.5117787640833,488.65414817343805,242.0,66.0,4.6215357212696215,788.0,487.0,1030.0,487.0,772.0,452.0,264.0,92.0
4,302,70.0,2,1342.5416259765625,499.9146423339844,1272.0,472.0,1342.54157468727,499.91464311994116,132.0,62.0,14.165474561461876,1274.0,488.0,1400.0,508.0,1270.0,470.0,130.0,70.0
45,303,62.0,2,1425.780517578125,504.5062255859375,1340.0,466.0,1425.780544029507,504.5062240663901,180.0,78.0,-1.269421897477708,1340.0,495.0,1520.0,504.0,1340.0,466.0,180.0,88.0
9,303,67.0,2,1065.7569580078125,457.2025451660156,1040.0,434.0,1065.7569296375266,457.2025586353944,62.0,48.0,42.20913161215947,1068.0,434.0,1082.0,490.0,1030.0,434.0,70.0,62.0
5,303,69.0,2,902.546142578125,488.3896179199219,780.0,452.0,902.5461205461203,488.38961038961037,250.0,68.0,5.3084457982891395,780.0,486.0,1030.0,488.0,768.0,452.0,274.0,90.0
5,303,70.0,2,1339.0509033203125,499.3580322265625,1270.0,472.0,1339.050925925926,499.358024691358,130.0,58.0,13.74531860210219,1272.0,488.0,1398.0,503.0,1268.0,470.0,130.0,68.0
46,304,62.0,2,1430.9056396484375,505.1761169433594,1346.0,466.0,1430.9056785370547,505.1761308950914,178.0,78.0,-2.5198947924274133,1346.0,497.0,1524.0,504.0,1346.0,466.0,178.0,86.0
10,304,67.0,2,1064.4708251953125,457.6499938964844,1038.0,434.0,1064.4708333333333,457.65,62.0,48.0,39.3974637578195,1067.0,434.0,1082.0,490.0,1028.0,434.0,72.0,62.0
6,304,69.0,2,898.9650268554688,488.577392578125,774.0,454.0,898.9650067294751,488.57738896366084,262.0,76.0,4.784796289525938,774.0,484.0,1036.0,484.0,760.0,456.0,284.0,86.0
6,304,70.0,2,1334.2008056640625,498.48834228515625,1266.0,472.0,1334.2008032128515,498.4883534136546,128.0,54.0,13.637436318685909,1268.0,488.0,1390.0,505.0,1266.0,470.0,124.0,66.0
47,305,62.0,2,1434.2098388671875,505.5539245605469,1348.0,466.0,1434.2098039215687,505.55392156862746,178.0,80.0,-2.9704851882147723,1348.0,498.0,1526.0,504.0,1348.0,468.0,180.0,84.0
11,305,67.0,2,1063.866943359375,458.3492736816406,1036.0,434.0,1063.8669438669438,458.3492723492723,64.0,48.0,37.92215365741952,1064.0,436.0,1083.0,490.0,1028.0,436.0,72.0,60.0
7,305,69.0,2,890.1075439453125,488.38787841796875,766.0,452.0,890.1075195644777,488.3878870364069,268.0,74.0,5.791174287507143,766.0,483.0,1030.0,535.0,754.0,456.0,290.0,84.0
7,305,70.0,2,1332.60595703125,498.2875671386719,1264.0,472.0,1332.6060113728674,498.28757108042237,132.0,54.0,13.272546167796152,1266.0,488.0,1390.0,509.0,1260.0,472.0,130.0,64.0
48,306,62.0,2,1437.00390625,505.95196533203125,1350.0,466.0,1437.0039215686277,505.95196078431366,178.0,78.0,-3.5225727366477275,1350.0,498.0,1528.0,504.0,1350.0,468.0,182.0,86.0
12,306,67.0,2,1063.127197265625,458.5518493652344,1036.0,434.0,1063.1272015655575,458.5518590998043,64.0,50.0,40.27055134546724,1066.0,434.0,1082.0,492.0,1026.0,434.0,74.0,62.0
8,306,69.0,2,882.3740234375,487.73980712890625,758.0,454.0,882.3740483283681,487.7398212512413,272.0,68.0,6.261443569344865,758.0,482.0,1026.0,532.0,748.0,454.0,292.0,84.0
8,306,70.0,2,1331.0269775390625,499.0158386230469,1262.0,472.0,1331.026941362916,499.01584786053877,136.0,56.0,14.16367832328836,1262.0,488.0,1390.0,516.0,1256.0,472.0,134.0,68.0
49,307,62.0,2,1438.9918212890625,504.4670715332031,1354.0,464.0,1438.9917695473252,504.46707818930037,168.0,82.0,-1.3246842262722338,1354.0,500.0,1522.0,504.0,1354.0,462.0,170.0,90.0
13,307,67.0,2,1062.929443359375,459.5333251953125,1034.0,434.0,1062.929411764706,459.53333333333336,68.0,50.0,38.377991665175045,1063.0,436.0,1083.0,492.0,1028.0,436.0,74.0,60.0
9,307,69.0,2,878.9698486328125,487.4606628417969,750.0,452.0,878.9698289269052,487.4606531881804,276.0,70.0,6.580774109161153,750.0,482.0,1026.0,489.0,742.0,452.0,294.0,86.0
9,307,70.0,2,1326.697509765625,497.6748046875,1258.0,474.0,1326.6975609756098,497.67479674796755,136.0,52.0,10.998779557439684,1260.0,488.0,1388.0,513.0,1252.0,472.0,136.0,66.0
50,308,62.0,2,1435.7349853515625,503.7472229003906,1348.0,462.0,1435.7350253807103,503.7472081218274,166.0,84.0,-0.6057644316480049,1348.0,499.0,1514.0,503.0,1348.0,458.0,170.0,94.0
14,308,67.0,2,1061.8511962890625,459.9847412109375,1034.0,436.0,1061.851145038168,459.9847328244274,66.0,48.0,39.06074460255762,1061.0,436.0,1082.0,492.0,1026.0,436.0,76.0,62.0
10,308,69.0,2,874.0203247070312,487.7485046386719,742.0,450.0,874.0203106332139,487.7485065710872,278.0,74.0,6.900778540884883,742.0,480.0,1020.0,490.0,736.0,452.0,296.0,88.0
10,308,70.0,2,1322.7935791015625,497.2645263671875,1256.0,472.0,1322.7935483870967,497.2645161290322,132.0,54.0,9.412029253434763,1256.0,488.0,1384.0,508.0,1252.0,472.0,132.0,62.0
51,309,62.0,2,1434.63916015625,502.16522216796875,1350.0,460.0,1434.6391279403326,502.1652323580034,160.0,86.0,-2.6116012316599613,1350.0,500.0,1510.0,505.0,1350.0,456.0,170.0,94.0
15,309,67.0,2,1061.5469970703125,460.2648620605469,1032.0,436.0,1061.5470249520154,460.2648752399232,70.0,50.0,39.044131652547975,1061.0,436.0,1084.0,494.0,1028.0,436.0,74.0,62.0
11,309,69.0,2,858.9830932617188,484.223876953125,736.0,448.0,858.9831144465289,484.223889931207,260.0,70.0,5.991029060695128,736.0,480.0,994.0,506.0,730.0,448.0,298.0,92.0
11,309,70.0,2,1317.786376953125,496.4683837890625,1252.0,470.0,1317.7863247863247,496.4683760683762,132.0,58.0,8.951316300695034,1254.0,488.0,1378.0,507.48148148148147,1248.0,472.0,130.0,64.0
52,310,62.0,2,1443.092041015625,500.2431335449219,1358.0,460.0,1443.0920590302178,500.2431482782852,150.0,80.0,-2.0140624175306856,1358.0,504.0,1508.0,506.0,1358.0,456.0,162.0,90.0
16,310,67.0,2,1060.9774169921875,460.8721923828125,1032.0,436.0,1060.9774436090227,460.8721804511278,70.0,50.0,40.824929931076696,1061.0,436.0,1082.0,494.0,1026.0,436.0,76.0,66.0
12,310,69.0,2,854.9241943359375,483.1885070800781,730.0,446.0,854.9241833982619,483.1884926580762,280.0,72.0,5.826842703003093,730.0,479.0,1010.0,496.0,724.0,446.0,300.0,96.0
12,310,70.0,2,1311.615234375,495.5317687988281,1250.0,472.0,1311.6152450090744,495.5317604355717,130.0,52.0,6.238679508361684,1250.0,488.0,1380.0,487.0,1244.0,472.0,136.0,58.0
53,311,62.0,2,1459.2633056640625,498.2385559082031,1392.0,460.0,1459.2633587786258,498.23854961832063,116.0,76.0,0.5043344948812479,1392.0,484.0,1508.0,505.0,1374.0,456.0,146.0,90.0
17,311,67.0,2,1060.1922607421875,461.0498962402344,1030.0,436.0,1060.192236598891,461.04990757855836,72.0,50.0,38.73692841740842,1060.0,436.0,1082.0,494.0,1024.0,436.0,78.0,68.0
13,311,69.0,2,846.6937866210938,483.2273254394531,724.0,446.0,846.6937888198757,483.22732919254656,258.0,72.0,4.995595675033232,724.0,479.0,982.0,498.0,716.0,448.0,306.0,96.0
13,311,70.0,2,1307.6187744140625,495.579345703125,1248.0,472.0,1307.618779342723,495.5793427230047,126.0,52.0,8.172491569804874,1248.0,488.0,1376.0,490.0,1242.0,470.0,136.0,58.0
54,312,62.0,2,1461.9449462890625,500.1502685546875,1406.0,464.0,1461.9449735449734,500.1502645502645,102.0,66.0,-11.431252848555006,1404.0,484.0,1510.0,511.0,1390.0,454.0,136.0,92.0
